"지역
(읍면동)","인원
(명)"
부산광역시 수영구 망미제1동,3
충청북도 영동군 황간면,3
부산광역시 연제구 거제제1동,3
충청북도 제천시 중앙동,3
경상북도 구미시 고아읍,3
충청북도 청주시 흥덕구 가경동,3
부산광역시 영도구 영선제2동,3
경기도 이천시 호법면,3
경기도 고양시 일산동구 중산동,3
세종특별자치시 조치원읍,3
부산광역시 중구 남포동,3
경상북도 포항시 남구 청림동,3
강원도 정선군 고한읍,3
울산광역시 남구 옥동,3
강원도 정선군 남면,3
경기도 부천시 고강본동,3
경기도 평택시 신평동,3
대구광역시 북구 동천동,3
경상북도 구미시 송정동,3
경기도 시흥시 월곶동,3
경상북도 구미시 신평1동,3
경기도 시흥시 정왕동,3
서울특별시 강남구 대치4동,3
울산광역시 중구 우정동,3
서울특별시 강남구 도곡1동,3
인천광역시 계양구 작전1동,3
강원도 철원군 동송읍,3
경기도 파주시 운정2동,3
서울특별시 강동구 성내제3동,3
인천광역시 남동구 구월3동,3
서울특별시 강동구 천호제2동,3
인천광역시 남동구 만수4동,3
경기도 광주시 퇴촌면,3
경기도 평택시 진위면,3
경상북도 구미시 원평2동,3
인천광역시 미추홀구 주안3동,3
경상북도 구미시 인동동,3
광주광역시 남구 봉선1동,3
서울특별시 강서구 등촌제3동,3
인천광역시 부평구 십정2동,3
충청북도 충주시 중앙탑면,3
인천광역시 서구 가좌3동,3
서울특별시 강서구 방화제2동,3
인천광역시 서구 원당동,3
서울특별시 강서구 우장산동,3
인천광역시 연수구 동춘2동,3
서울특별시 강서구 화곡제6동,3
인천광역시 연수구 옥련2동,3
서울특별시 관악구 낙성대동,3
경기도 안성시 공도읍,3
서울특별시 관악구 은천동,3
전라남도 목포시 산정동,3
경기도 파주시 광탄면,3
전라남도 목포시 신흥동,3
경상북도 군위군 고로면,3
경기도 안양시 동안구 범계동,3
경상남도 거제시 연초면,3
전라남도 목포시 원산동,3
경상북도 김천시 대덕면,3
전라남도 목포시 이로동,3
서울특별시 금천구 독산제1동,3
전라남도 무안군 현경면,3
서울특별시 금천구 독산제2동,3
전라남도 순천시 삼산동,3
서울특별시 금천구 시흥제2동,3
전라남도 순천시 황전면,3
서울특별시 금천구 시흥제4동,3
전라남도 여수시 돌산읍,3
서울특별시 노원구 중계4동,3
경기도 안양시 만안구 석수2동,3
서울특별시 도봉구 방학제2동,3
경기도 안양시 만안구 안양2동,3
서울특별시 도봉구 쌍문제3동,3
광주광역시 북구 우산동,3
경기도 고양시 덕양구 화전동,3
전라남도 영암군 영암읍,3
서울특별시 동대문구 답십리제1동,3
전라북도 고창군 해리면,3
강원도 동해시 망상동,3
경기도 과천시 과천동,3
서울특별시 동대문구 제기동,3
전라북도 김제시 성덕면,3
서울특별시 동작구 상도제3동,3
전라북도 남원시 죽항동,3
경상북도 안동시 서구동,3
전라북도 부안군 변산면,3
경상북도 안동시 옥동,3
경기도 양주시 회천2동,3
서울특별시 마포구 서교동,3
전라북도 임실군 오수면,3
경상북도 안동시 중구동,3
전라북도 전주시 덕진구 금암1동,3
서울특별시 서대문구 신촌동,3
전라북도 전주시 덕진구 우아2동,3
서울특별시 서대문구 연희동,3
전라북도 전주시 완산구 중화산2동,3
서울특별시 서대문구 충현동,3
전라북도 전주시 완산구 효자1동,3
서울특별시 서초구 반포4동,3
강원도 화천군 하남면,3
경상북도 영덕군 영해면,3
제주특별자치도 제주시 봉개동,3
서울특별시 서초구 양재1동,3
제주특별자치도 제주시 외도동,3
서울특별시 성동구 왕십리도선동,3
대구광역시 달서구 도원동,3
서울특별시 송파구 거여1동,3
충청남도 금산군 금성면,3
경기도 평택시 오성면,3
충청남도 당진시 송산면,3
경상북도 예천군 예천읍,3
충청남도 보령시 대천2동,3
서울특별시 양천구 목동,3
경상남도 진주시 이현동,3
경기도 수원시 팔달구 매산동,3
경상남도 진주시 집현면,3
경상북도 예천군 호명면,3
충청남도 천안시 서북구 봉명동,3
서울특별시 영등포구 대림제3동,3
경기도 의정부시 송산2동,3
서울특별시 영등포구 양평제2동,3
경상남도 진주시 충무공동,3
서울특별시 영등포구 영등포동,3
경기도 의정부시 신곡1동,3
서울특별시 용산구 이태원제1동,3
충청북도 보은군 보은읍,3
경상북도 의성군 점곡면,3
충청북도 옥천군 옥천읍,3
서울특별시 은평구 불광제1동,3
충청북도 음성군 맹동면,3
서울특별시 은평구 불광제2동,3
충청북도 제천시 청전동,3
서울특별시 종로구 종로5.6가동,3
경기도 광명시 소하2동,3
경상남도 거창군 마리면,3
충청북도 청주시 흥덕구 강서제2동,3
서울특별시 중구 회현동,3
충청북도 청주시 흥덕구 송정동,3
서울특별시 중랑구 신내2동,3
세종특별자치시 도담동,3
울산광역시 동구 전하1동,3
경상북도 안동시 풍산읍,2
전라남도 함평군 함평읍,2
충청남도 천안시 서북구 입장면,2
경기도 화성시 기배동,2
전라북도 익산시 여산면,2
서울특별시 용산구 이태원제2동,2
대구광역시 달서구 상인2동,2
서울특별시 용산구 청파동,2
경기도 이천시 대월면,2
강원도 강릉시 경포동,2
전라북도 남원시 금동,2
서울특별시 용산구 효창동,2
경상북도 안동시 태화동,2
경상북도 칠곡군 동명면,2
제주특별자치도 제주시 조천읍,2
경상북도 칠곡군 북삼읍,2
충청남도 아산시 온양2동,2
대전광역시 동구 가양1동,2
서울특별시 양천구 목2동,2
경상북도 경주시 황오동,2
경상남도 합천군 야로면,2
서울특별시 은평구 신사제2동,2
전라북도 군산시 조촌동,2
서울특별시 은평구 응암제2동,2
전라북도 순창군 적성면,2
강원도 춘천시 신동면,2
부산광역시 사상구 모라제1동,2
서울특별시 은평구 진관동,2
강원도 속초시 조양동,2
서울특별시 종로구 이화동,2
서울특별시 서초구 반포3동,2
경상남도 거창군 가조면,2
충청남도 논산시 노성면,2
강원도 강릉시 내곡동,2
경기도 화성시 장안면,2
서울특별시 종로구 청운효자동,2
서울특별시 성북구 보문동,2
경기도 수원시 팔달구 화서동,2
충청북도 괴산군 괴산읍,2
경기도 구리시 수택1동,2
대구광역시 동구 불로.봉무동,2
경기도 시흥시 군자동,2
경상북도 의성군 금성면,2
부산광역시 연제구 거제제3동,2
광주광역시 북구 운암3동,2
서울특별시 중구 필동,2
서울특별시 동대문구 전농제1동,2
부산광역시 연제구 연산제1동,2
전라북도 김제시 부량면,2
서울특별시 중랑구 망우제3동,2
경기도 화성시 송산면,2
경상북도 포항시 남구 구룡포읍,2
경상남도 양산시 원동면,2
경상북도 포항시 남구 대이동,2
전라북도 임실군 강진면,2
서울특별시 중랑구 신내1동,2
광주광역시 서구 금호1동,2
부산광역시 연제구 연산제5동,2
경기도 하남시 감북동,2
경상남도 창원시 진해구 태백동,2
강원도 강릉시 사천면,2
강원도 춘천시 신사우동,2
제주특별자치도 서귀포시 표선면,2
경기도 성남시 분당구 수내2동,2
부산광역시 사하구 감천제1동,2
세종특별자치시 연기면,2
충청남도 공주시 정안면,2
부산광역시 강서구 대저2동,2
서울특별시 서초구 양재2동,2
경상북도 포항시 남구 오천읍,2
충청남도 보령시 대천4동,2
세종특별자치시 한솔동,2
경기도 남양주시 조안면,2
울산광역시 남구 달동,2
대구광역시 달서구 이곡1동,2
울산광역시 남구 무거동,2
대구광역시 달성군 논공읍,2
경기도 구리시 수택3동,2
서울특별시 송파구 가락본동,2
울산광역시 남구 삼호동,2
충청북도 영동군 양산면,2
울산광역시 남구 선암동,2
충청북도 제천시 용두동,2
울산광역시 남구 신정1동,2
경기도 성남시 중원구 성남동,2
경상남도 창원시 마산회원구 합성1동,2
경기도 고양시 일산동구 정발산동,2
경기도 시흥시 배곧동,2
서울특별시 노원구 상계3.4동,2
부산광역시 중구 영주제2동,2
경상북도 경산시 남부동,2
경상북도 구미시 도량동,2
전라남도 영암군 학산면,2
대구광역시 수성구 범어2동,2
경기도 화성시 반월동,2
경상북도 포항시 북구 신광면,2
강원도 원주시 우산동,2
경기도 광주시 초월읍,2
경상북도 봉화군 봉화읍,2
경상남도 거제시 능포동,2
전라북도 김제시 용지면,2
부산광역시 해운대구 우제1동,2
전라북도 남원시 주생면,2
대전광역시 동구 홍도동,2
전라북도 부안군 하서면,2
경기도 시흥시 연성동,2
경기도 양주시 은현면,2
경상북도 구미시 선산읍,2
서울특별시 마포구 공덕동,2
울산광역시 울주군 상북면,2
전라북도 익산시 팔봉동,2
경기도 수원시 권선구 구운동,2
경기도 부천시 심곡1동,2
강원도 정선군 사북읍,2
전라북도 전주시 덕진구 송천2동,2
울산광역시 중구 다운동,2
전라북도 전주시 덕진구 혁신동,2
부산광역시 해운대구 좌제1동,2
서울특별시 서대문구 북아현동,2
경기도 평택시 원평동,2
경상북도 경산시 중방동,2
부산광역시 해운대구 좌제2동,2
경상남도 진주시 명석면,2
경기도 부천시 도당동,2
경상남도 진주시 상평동,2
울산광역시 중구 중앙동,2
대구광역시 남구 대명9동,2
부산광역시 금정구 부곡제1동,2
강원도 화천군 화천읍,2
울산광역시 중구 학성동,2
대구광역시 남구 봉덕1동,2
인천광역시 강화군 길상면,2
제주특별자치도 제주시 일도1동,2
인천광역시 강화군 화도면,2
강원도 강릉시 주문진읍,2
인천광역시 계양구 계산1동,2
서울특별시 서초구 서초4동,2
인천광역시 계양구 계양3동,2
대구광역시 달서구 상인1동,2
부산광역시 금정구 부곡제3동,2
경기도 수원시 장안구 파장동,2
경기도 수원시 권선구 금호동,2
서울특별시 성동구 송정동,2
경상북도 포항시 북구 죽도동,2
충청남도 부여군 임천면,2
경상남도 김해시 상동면,2
서울특별시 성동구 용답동,2
대구광역시 수성구 수성4가동,2
대구광역시 달서구 월성1동,2
부산광역시 금정구 서제3동,2
경기도 가평군 가평읍,2
서울특별시 강남구 세곡동,2
충청남도 천안시 동남구 봉명동,2
강원도 춘천시 후평1동,2
서울특별시 성북구 월곡제1동,2
광주광역시 광산구 비아동,2
경기도 의정부시 송산1동,2
인천광역시 남동구 논현2동,2
경상북도 영주시 영주1동,2
경기도 고양시 일산서구 주엽2동,2
충청남도 홍성군 광천읍,2
서울특별시 강남구 수서동,2
충청북도 단양군 단양읍,2
인천광역시 남동구 만수1동,2
경상북도 영천시 화남면,2
광주광역시 광산구 신가동,2
충청북도 음성군 음성읍,2
인천광역시 남동구 만수3동,2
부산광역시 사하구 장림제2동,2
경기도 고양시 일산동구 장항1동,2
충청북도 청주시 서원구 분평동,2
경기도 평택시 지산동,2
충청북도 청주시 청원구 내덕1동,2
인천광역시 동구 송림3.5동,2
부산광역시 서구 서대신제4동,2
서울특별시 강남구 역삼2동,2
경기도 성남시 분당구 분당동,2
인천광역시 미추홀구 관교동,2
서울특별시 용산구 서빙고동,2
서울특별시 강동구 길동,2
경상북도 김천시 평화남산동,2
인천광역시 미추홀구 용현3동,2
서울특별시 노원구 중계본동,2
서울특별시 강동구 성내제1동,2
경기도 성남시 수정구 수진2동,2
인천광역시 미추홀구 주안1동,2
부산광역시 부산진구 초읍동,2
부산광역시 금정구 장전제2동,2
전라남도 완도군 청산면,2
경기도 군포시 산본1동,2
전라남도 함평군 해보면,2
경기도 고양시 덕양구 성사2동,2
전라북도 고창군 아산면,2
경기도 군포시 수리동,2
전라북도 군산시 나운1동,2
경기도 안산시 상록구 본오1동,2
부산광역시 북구 만덕제1동,2
경상남도 남해군 창선면,2
광주광역시 북구 중앙동,2
서울특별시 강동구 암사동,2
전라북도 김제시 금산면,2
광주광역시 남구 백운1동,2
서울특별시 동작구 대방동,2
경기도 부천시 역곡1동,2
서울특별시 동작구 사당제1동,2
경기도 파주시 와동동,2
전라북도 남원시 산동면,2
인천광역시 부평구 산곡2동,2
경상북도 상주시 북문동,2
광주광역시 남구 사직동,2
서울특별시 동작구 상도제4동,2
강원도 속초시 교동,2
대전광역시 대덕구 석봉동,2
인천광역시 부평구 십정1동,2
전라북도 완주군 구이면,2
경상남도 창원시 의창구 명곡동,2
광주광역시 북구 중흥3동,2
경상남도 통영시 명정동,2
서울특별시 동작구 흑석동,2
광주광역시 남구 월산5동,2
전라북도 익산시 신동,2
광주광역시 남구 월산동,2
경기도 양평군 양평읍,2
경기도 포천시 영중면,2
전라북도 익산시 함열읍,2
서울특별시 강서구 가양제2동,2
경상남도 거제시 장승포동,2
경기도 포천시 탄현동,2
전라북도 장수군 계북면,2
경상남도 밀양시 상동면,2
경기도 화성시 병점2동,2
강원도 태백시 황지동,2
서울특별시 마포구 성산제2동,2
인천광역시 서구 석남1동,2
전라북도 전주시 덕진구 팔복동,2
인천광역시 서구 신현원창동,2
경기도 여주시 흥천면,2
광주광역시 동구 서남동,2
경기도 연천군 전곡읍,2
경상북도 구미시 임오동,2
경기도 오산시 대원동,2
경상남도 창원시 마산회원구 회원2동,2
부산광역시 사상구 삼락동,2
경기도 고양시 덕양구 행신1동,2
광주광역시 서구 양3동,2
부산광역시 남구 우암제2동,2
경상남도 진주시 대곡면,2
서울특별시 강서구 염창동,2
전라북도 정읍시 이평면,2
인천광역시 연수구 송도1동,2
경기도 용인시 기흥구 구성동,2
광주광역시 동구 지원2동,2
대구광역시 남구 대명4동,2
인천광역시 연수구 옥련1동,2
대구광역시 남구 대명5동,2
강원도 원주시 소초면,2
제주특별자치도 서귀포시 천지동,2
강원도 평창군 대관령면,2
서울특별시 서초구 반포1동,2
경기도 김포시 사우동,2
제주특별자치도 제주시 도두동,2
서울특별시 강서구 화곡본동,2
제주특별자치도 제주시 삼도1동,2
인천광역시 중구 연안동,2
부산광역시 사상구 학장동,2
강원도 평창군 방림면,2
경상북도 영주시 가흥2동,2
경상남도 사천시 사천읍,2
대구광역시 남구 봉덕3동,2
경상남도 창원시 마산합포구 자산동,2
서울특별시 서초구 서초1동,2
경기도 안성시 미양면,2
충청남도 공주시 반포면,2
전라남도 고흥군 고흥읍,2
충청남도 금산군 금산읍,2
전라남도 고흥군 풍양면,2
충청남도 논산시 광석면,2
전라남도 광양시 광양읍,2
부산광역시 사하구 감천제2동,2
경상남도 창원시 성산구 가음정동,2
충청남도 당진시 당진3동,2
전라남도 구례군 산동면,2
충청남도 당진시 송악읍,2
광주광역시 북구 두암2동,2
충청남도 당진시 우강면,2
전라남도 나주시 성북동,2
충청남도 당진시 합덕읍,2
전라남도 나주시 송월동,2
대구광역시 달서구 성당동,2
전라남도 나주시 영강동,2
충청남도 보령시 대천5동,2
강원도 평창군 진부면,2
대구광역시 달서구 송현1동,2
전라남도 목포시 북항동,2
충청남도 서산시 운산면,2
경상북도 구미시 진미동,2
경상북도 영주시 단산면,2
경기도 안성시 원곡면,2
충청남도 아산시 도고면,2
경기도 부천시 원미2동,2
경기도 용인시 처인구 양지면,2
경기도 구리시 갈매동,2
충청남도 아산시 온양3동,2
경상남도 사천시 축동면,2
경상남도 진주시 중앙동,2
경기도 안성시 죽산면,2
서울특별시 성북구 돈암제1동,2
대구광역시 북구 침산2동,2
경기도 하남시 미사1동,2
경기도 부천시 중2동,2
서울특별시 성북구 석관동,2
경상북도 군위군 군위읍,2
충청남도 천안시 서북구 성거읍,2
경상남도 거제시 상문동,2
충청남도 천안시 서북구 쌍용1동,2
부산광역시 동래구 사직제3동,2
충청남도 천안시 서북구 쌍용3동,2
서울특별시 구로구 구로제2동,2
서울특별시 성북구 장위제2동,2
경상남도 하동군 하동읍,2
경상북도 영천시 금호읍,2
경기도 안양시 동안구 평촌동,2
충청남도 태안군 태안읍,2
전라남도 무안군 무안읍,2
부산광역시 사하구 다대제2동,2
광주광역시 북구 문흥1동,2
경기도 부천시 성곡동,2
서울특별시 구로구 오류제2동,2
서울특별시 송파구 석촌동,2
경기도 포천시 포천동,2
서울특별시 송파구 송파1동,2
경기도 수원시 장안구 연무동,2
서울특별시 송파구 잠실2동,2
전라남도 순천시 덕연동,2
충청북도 음성군 생극면,2
경상남도 창원시 의창구 의창동,2
대구광역시 동구 방촌동,2
전라남도 순천시 상사면,2
경상북도 경주시 강동면,2
전라남도 순천시 왕조2동,2
충청북도 청주시 상당구 성안동,2
전라남도 순천시 주암면,2
강원도 강릉시 초당동,2
경상남도 함안군 가야읍,2
충청북도 청주시 서원구 사직2동,2
서울특별시 금천구 독산제3동,2
경기도 고양시 덕양구 원신동,2
경상남도 거제시 옥포1동,2
대구광역시 동구 신천3동,2
전라남도 신안군 자은면,2
경상남도 창녕군 장마면,2
대전광역시 대덕구 문평동,2
충청북도 청주시 흥덕구 강내면,2
광주광역시 북구 신안동,2
경기도 이천시 증포동,2
전라남도 여수시 삼일동,2
경기도 고양시 덕양구 관산동,2
전라남도 여수시 서강동,2
대구광역시 동구 효목1동,2
전라남도 여수시 소라면,2
서울특별시 용산구 원효로제2동,2
경상남도 함양군 함양읍,2
충청북도 충주시 대소원면,2
울산광역시 북구 강동동,2
대구광역시 북구 복현2동,2
경상북도 포항시 북구 양학동,2
서울특별시 광진구 중곡제3동,2
대전광역시 서구 둔산3동,1
대구광역시 수성구 만촌3동,1
전라북도 김제시 신풍동,1
경상북도 경산시 자인면,1
충청남도 논산시 채운면,1
강원도 춘천시 소양동,1
서울특별시 영등포구 문래동,1
경상남도 거제시 하청면,1
전라북도 익산시 왕궁면,1
대전광역시 중구 석교동,1
제주특별자치도 제주시 삼양동,1
경기도 성남시 분당구 삼평동,1
충청남도 서천군 서면,1
서울특별시 은평구 수색동,1
충청북도 제천시 봉양읍,1
대전광역시 중구 용두동,1
전라북도 군산시 성산면,1
서울특별시 은평구 응암제1동,1
경상남도 밀양시 내일동,1
대전광역시 중구 유천2동,1
경기도 하남시 신장1동,1
경기도 화성시 동탄4동,1
전라북도 정읍시 태인면,1
서울특별시 은평구 증산동,1
충청남도 공주시 계룡면,1
광주광역시 남구 송암동,1
충청남도 보령시 웅천읍,1
서울특별시 종로구 부암동,1
충청남도 예산군 오가면,1
서울특별시 종로구 사직동,1
서울특별시 송파구 방이1동,1
서울특별시 종로구 삼청동,1
충청북도 청주시 상당구 용담.명암.산성동,1
서울특별시 종로구 숭인제2동,1
충청북도 청주시 흥덕구 향정동,1
대전광역시 중구 태평1동,1
서울특별시 관악구 난곡동,1
대전광역시 중구 태평2동,1
서울특별시 광진구 광장동,1
부산광역시 강서구 가락동,1
전라북도 익산시 마동,1
서울특별시 종로구 창신제2동,1
대구광역시 서구 원대동,1
부산광역시 강서구 강동동,1
경기도 부천시 소사본3동,1
경기도 광주시 도척면,1
서울특별시 도봉구 창제1동,1
서울특별시 중구 명동,1
대구광역시 수성구 황금2동,1
강원도 삼척시 교동,1
제주특별자치도 제주시 이호동,1
경상남도 거창군 거창읍,1
서울특별시 마포구 용강동,1
경상북도 경주시 건천읍,1
충청남도 당진시 순성면,1
서울특별시 중구 중림동,1
충청남도 서산시 동문2동,1
부산광역시 강서구 명지2동,1
경기도 포천시 내촌면,1
서울특별시 중구 황학동,1
충청남도 천안시 동남구 일봉동,1
경상북도 경주시 보덕동,1
충청남도 청양군 장평면,1
서울특별시 중랑구 망우본동,1
서울특별시 송파구 잠실4동,1
부산광역시 금정구 구서제1동,1
충청북도 증평군 증평읍,1
서울특별시 중랑구 면목본동,1
경상남도 진주시 가호동,1
서울특별시 중랑구 면목제3.8동,1
경상남도 진주시 금곡면,1
광주광역시 남구 주월2동,1
충청북도 충주시 신니면,1
경기도 성남시 분당구 이매2동,1
전라북도 군산시 옥산면,1
경상북도 경주시 불국동,1
전라북도 김제시 백산면,1
서울특별시 중랑구 중화제1동,1
전라북도 남원시 노암동,1
경기도 시흥시 능곡동,1
전라북도 부안군 줄포면,1
세종특별자치시 금남면,1
전라북도 완주군 용진읍,1
광주광역시 동구 동명동,1
경기도 수원시 영통구 태장동,1
경상북도 경주시 성건동,1
전라북도 익산시 평화동,1
광주광역시 동구 산수2동,1
경상북도 의성군 구천면,1
세종특별자치시 어진동,1
경기도 여주시 오학동,1
강원도 고성군 간성읍,1
서울특별시 노원구 월계3동,1
세종특별자치시 전의면,1
전라북도 전주시 완산구 효자2동,1
경상북도 경주시 외동읍,1
전라북도 정읍시 옹동면,1
강원도 삼척시 근덕면,1
강원도 동해시 동호동,1
강원도 원주시 일산동,1
서울특별시 동작구 상도제1동,1
부산광역시 기장군 일광면,1
제주특별자치도 제주시 오라동,1
울산광역시 남구 대현동,1
경상남도 사천시 서포면,1
부산광역시 기장군 장안읍,1
충청남도 공주시 웅진동,1
부산광역시 남구 감만제2동,1
충청남도 논산시 성동면,1
광주광역시 동구 지산2동,1
경상남도 창원시 진해구 자은동,1
울산광역시 남구 수암동,1
경상남도 산청군 신안면,1
부산광역시 남구 대연제4동,1
충청남도 부여군 초촌면,1
경상북도 경주시 중부동,1
충청남도 서산시 수석동,1
경상북도 경주시 천북면,1
대전광역시 서구 가수원동,1
광주광역시 동구 풍향동,1
충청남도 아산시 인주면,1
경상북도 경주시 현곡면,1
충청남도 천안시 동남구 성남면,1
경상남도 진주시 성북동,1
서울특별시 성북구 성북동,1
울산광역시 동구 남목1동,1
경상북도 포항시 북구 환여동,1
경상남도 거창군 위천면,1
경기도 광명시 광명1동,1
경상북도 고령군 다산면,1
경기도 부천시 중1동,1
부산광역시 동구 좌천제4동,1
서울특별시 송파구 풍납2동,1
울산광역시 동구 화정동,1
충청북도 제천시 의림지동,1
부산광역시 동구 초량제3동,1
충청북도 진천군 이월면,1
울산광역시 북구 농소1동,1
충청북도 청주시 서원구 모충동,1
강원도 속초시 동명동,1
서울특별시 영등포구 대림제2동,1
울산광역시 북구 농소3동,1
강원도 삼척시 원덕읍,1
울산광역시 북구 양정동,1
충청북도 청주시 흥덕구 사창동,1
경상북도 고령군 성산면,1
충청북도 충주시 동량면,1
경상북도 고령군 쌍림면,1
대전광역시 중구 문화2동,1
울산광역시 울주군 삼남면,1
경기도 양주시 양주1동,1
경상남도 진주시 수곡면,1
전라북도 군산시 중앙동,1
부산광역시 동래구 사직제1동,1
전라북도 김제시 금구면,1
경기도 시흥시 은행동,1
서울특별시 관악구 서림동,1
울산광역시 울주군 온양읍,1
서울특별시 관악구 신사동,1
울산광역시 울주군 웅촌면,1
전라북도 남원시 왕정동,1
부산광역시 동래구 사직제2동,1
경상북도 영천시 동부동,1
경상남도 고성군 동해면,1
서울특별시 광진구 능동,1
부산광역시 동래구 수민동,1
경기도 하남시 미사2동,1
부산광역시 동래구 안락제1동,1
경상북도 예천군 지보면,1
부산광역시 동래구 안락제2동,1
전라북도 익산시 삼기면,1
경기도 성남시 수정구 복정동,1
경기도 양평군 양서면,1
경상북도 구미시 광평동,1
경상남도 창원시 의창구 북면,1
광주광역시 북구 연제동,1
대구광역시 서구 비산5동,1
부산광역시 부산진구 가야제3동,1
전라북도 임실군 지사면,1
경기도 김포시 통진읍,1
경기도 여주시 대신면,1
인천광역시 강화군 선원면,1
서울특별시 노원구 공릉2동,1
광주광역시 북구 오치2동,1
경기도 수원시 장안구 영화동,1
경기도 성남시 수정구 수진1동,1
전라북도 전주시 완산구 동서학동,1
인천광역시 계양구 계산3동,1
경기도 오산시 남촌동,1
강원도 춘천시 효자2동,1
서울특별시 도봉구 도봉제1동,1
경상남도 진주시 정촌면,1
경상북도 청송군 부남면,1
부산광역시 부산진구 당감제4동,1
전라북도 정읍시 시기동,1
경기도 파주시 파평면,1
전라북도 정읍시 장명동,1
광주광역시 북구 운암1동,1
제주특별자치도 서귀포시 대륜동,1
부산광역시 부산진구 부암제1동,1
경기도 부천시 송내1동,1
인천광역시 계양구 효성2동,1
서울특별시 동작구 사당제2동,1
경상남도 김해시 대동면,1
경기도 부천시 신흥동,1
강원도 춘천시 효자3동,1
경상남도 창원시 진해구 병암동,1
강원도 원주시 학성동,1
서울특별시 마포구 대흥동,1
경기도 성남시 수정구 신촌동,1
경기도 하남시 신장2동,1
경기도 안산시 단원구 선부2동,1
충청남도 계룡시 두마면,1
경기도 성남시 수정구 신흥2동,1
충청남도 공주시 신관동,1
경기도 성남시 수정구 신흥3동,1
서울특별시 마포구 아현동,1
부산광역시 부산진구 전포제3동,1
서울특별시 서대문구 남가좌제1동,1
경기도 화성시 매송면,1
충청남도 논산시 연무읍,1
부산광역시 북구 구포제3동,1
경기도 평택시 통복동,1
경기도 김포시 하성면,1
경기도 고양시 일산동구 고봉동,1
경기도 포천시 영북면,1
서울특별시 서대문구 홍제제1동,1
부산광역시 북구 덕천제3동,1
대전광역시 동구 신흥동,1
경기도 평택시 서탄면,1
경기도 용인시 처인구 모현읍,1
인천광역시 남동구 만수5동,1
경상북도 포항시 남구 효곡동,1
부산광역시 북구 만덕제2동,1
충청남도 서산시 석남동,1
강원도 춘천시 후평3동,1
경기도 부천시 심곡본동,1
인천광역시 동구 금창동,1
경기도 고양시 덕양구 효자동,1
부산광역시 북구 화명제2동,1
충청남도 아산시 온양1동,1
인천광역시 동구 송림6동,1
경기도 가평군 상면,1
경기도 평택시 세교동,1
경상남도 통영시 미수동,1
경기도 성남시 수정구 태평1동,1
경상남도 통영시 북신동,1
강원도 태백시 구문소동,1
경기도 의왕시 내손1동,1
부산광역시 사상구 괘법동,1
대전광역시 서구 내동,1
인천광역시 미추홀구 숭의4동,1
강원도 원주시 반곡관설동,1
"인천광역시 미추홀구 용현1,4동",1
충청남도 천안시 서북구 성환읍,1
인천광역시 미추홀구 용현2동,1
서울특별시 성북구 종암동,1
경상남도 진주시 평거동,1
대전광역시 서구 복수동,1
경기도 광명시 소하1동,1
강원도 고성군 현내면,1
강원도 태백시 황연동,1
경기도 군포시 궁내동,1
경상남도 김해시 장유1동,1
서울특별시 송파구 위례동,1
경기도 안산시 단원구 호수동,1
서울특별시 송파구 잠실본동,1
광주광역시 서구 동천동,1
서울특별시 양천구 목1동,1
부산광역시 사상구 엄궁동,1
충청북도 제천시 신백동,1
광주광역시 서구 상무1동,1
경상남도 의령군 용덕면,1
인천광역시 부평구 갈산2동,1
충청북도 진천군 덕산면,1
인천광역시 부평구 부개1동,1
서울특별시 양천구 신월1동,1
인천광역시 부평구 부개2동,1
충청북도 청주시 상당구 탑대성동,1
광주광역시 서구 상무2동,1
서울특별시 양천구 신정4동,1
경상남도 창녕군 성산면,1
서울특별시 영등포구 대림제1동,1
인천광역시 부평구 부평2동,1
경상북도 경산시 서부1동,1
경상남도 창녕군 영산면,1
서울특별시 영등포구 신길제4동,1
강원도 속초시 영랑동,1
경기도 고양시 덕양구 고양동,1
경기도 고양시 일산서구 장항1동,1
충청북도 청주시 흥덕구 봉명1동,1
부산광역시 사하구 괴정제4동,1
경기도 광주시 남한산성면,1
부산광역시 사하구 구평동,1
대전광역시 중구 목동,1
강원도 강릉시 연곡면,1
서울특별시 용산구 한남동,1
인천광역시 부평구 산곡4동,1
충청북도 충주시 엄정면,1
경기도 고양시 덕양구 행신3동,1
충청북도 충주시 칠금·금릉동,1
경상남도 창원시 마산합포구 교방동,1
경기도 양주시 남면,1
경상남도 창원시 마산합포구 구산면,1
전라북도 군산시 옥도면,1
경기도 성남시 중원구 상대원3동,1
전라북도 군산시 월명동,1
경상북도 군위군 의흥면,1
경상북도 영주시 휴천2동,1
경기도 남양주시 수동면,1
전라북도 김제시 공덕면,1
인천광역시 서구 가정1동,1
강원도 춘천시 강남동,1
인천광역시 서구 가좌1동,1
전라북도 김제시 봉남면,1
경상남도 창원시 마산합포구 노산동,1
서울특별시 관악구 성현동,1
경상북도 김천시 대곡동,1
경기도 화성시 팔탄면,1
경상남도 김해시 주촌면,1
대구광역시 북구 산격4동,1
경기도 안산시 상록구 부곡동,1
경기도 수원시 영통구 매탄동,1
대구광역시 남구 대명동,1
서울특별시 관악구 청림동,1
부산광역시 수영구 광안제2동,1
서울특별시 광진구 구의제1동,1
부산광역시 수영구 광안제3동,1
전라북도 부안군 주산면,1
경상남도 김해시 진례면,1
전라북도 부안군 진서면,1
경상북도 김천시 봉산면,1
경상북도 영천시 완산동,1
대구광역시 남구 이천동,1
경상남도 밀양시 단장면,1
